# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 210:         4.430       52.171      -0.20  VALKENBURG
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# DD       = Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FH       = Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# SQ       = Duur van de zonneschijn (in 0.1 uren) per uurvak, berekend uit globale straling  (-1 for <0.05 uur); 
# Q        = Globale straling (in J/cm2) per uurvak; 
# DR       = Duur van de neerslag (in 0.1 uur) per uurvak; 
# N        = Bewolking (bedekkingsgraad van de bovenlucht in achtsten), tijdens de waarneming (9=bovenlucht onzichtbaar); 
# 
# STN,YYYYMMDD,   HH,   DD,   FH,    T,   SQ,    Q,   DR,    N
# 
  210,20121118,   14,  310,   30,  100,   10,   77,    0,    5
  210,20121118,   15,  310,   30,   87,   10,   35,    0,    0
  210,20121118,   16,  990,   10,   64,    2,    4,    0,    0
  210,20121118,   17,  190,   10,   48,    0,    0,    0,    1
  210,20121118,   18,  230,   10,   32,    0,    0,    0,    1
  210,20121118,   19,    0,    0,   28,    0,    0,    0,    1
  210,20121118,   20,  220,   10,   16,    0,    0,    0,    0
  210,20121118,   21,  200,   10,   12,    0,    0,    0,    0
  210,20121118,   22,  160,   10,    5,    0,    0,    0,    9
  210,20121118,   23,  230,    0,    1,    0,    0,    0,    2
  210,20121118,   24,    0,    0,   -1,    0,    0,    0,    0
  210,20121119,    1,  170,    0,   -6,    0,    0,    0,    2
  210,20121119,    2,  170,   10,    1,    0,    0,    0,    0
  210,20121119,    3,  130,   10,  -10,    0,    0,    0,    9
  210,20121119,    4,  140,   20,   14,    0,    0,    0,    9
  210,20121119,    5,  140,   20,   11,    0,    0,    0,    9
  210,20121119,    6,  140,   30,    6,    0,    0,    0,    9
  210,20121119,    7,  130,   30,    4,    0,    0,    0,    9
  210,20121119,    8,  150,   40,   14,    0,    4,    0,    9
  210,20121119,    9,  150,   40,   26,    0,   18,    0,    9
  210,20121119,   10,  140,   40,   32,    0,   34,    0,    9
  210,20121119,   11,  140,   40,   39,    0,   39,    0,    9
  210,20121119,   12,  170,   30,   50,    0,   35,    0,    8
  210,20121119,   13,  160,   40,   52,    0,   25,    0,    9
  210,20121119,   14,  170,   40,   60,    0,   15,    0,    8
  210,20121119,   15,  150,   30,   65,    0,    7,    0,    8
  210,20121119,   16,  160,   30,   71,    0,    1,    0,    8
  210,20121119,   17,  180,   40,   78,    0,    0,    0,    8
  210,20121119,   18,  180,   30,   81,    0,    0,    0,    8
  210,20121119,   19,  180,   30,   91,    0,    0,    0,    8
  210,20121119,   20,  200,   40,   98,    0,    0,    0,    8
  210,20121119,   21,  180,   50,  100,    0,    0,    0,    8
  210,20121119,   22,  190,   50,  107,    0,    0,    0,    8
  210,20121119,   23,  190,   50,  108,    0,    0,    0,    8
  210,20121119,   24,  190,   50,  104,    0,    0,    0,    6
  210,20121120,    1,  160,   40,   95,    0,    0,    0,    1
  210,20121120,    2,  170,   40,   92,    0,    0,    0,    7
  210,20121120,    3,  170,   50,   91,    0,    0,    0,    1
  210,20121120,    4,  170,   50,   91,    0,    0,    0,    0
  210,20121120,    5,  170,   50,   90,    0,    0,    0,    0
  210,20121120,    6,  170,   50,   89,    0,    0,    0,    0
  210,20121120,    7,  170,   50,   88,    0,    0,    0,    2
  210,20121120,    8,  170,   60,   93,    0,    5,    0,    3
  210,20121120,    9,  170,   50,   96,    3,   25,    0,    1
  210,20121120,   10,  170,   60,  104,    8,   63,    0,    1
  210,20121120,   11,  170,   60,  115,   10,   96,    0,    6
  210,20121120,   12,  190,   70,  121,    9,   93,    0,    5
  210,20121120,   13,  180,   70,  119,    3,   63,    0,    5
  210,20121120,   14,  170,   60,  121,    3,   39,    0,    7
  210,20121120,   15,  180,   60,  113,    5,   21,    0,    2
  210,20121120,   16,  170,   50,  108,    0,    3,    0,    4
  210,20121120,   17,  170,   60,  111,    0,    0,    0,    8
  210,20121120,   18,  170,   60,  108,    0,    0,    0,    8
  210,20121120,   19,  170,   60,  102,    0,    0,    0,    7
  210,20121120,   20,  180,   60,   98,    0,    0,    0,    6
  210,20121120,   21,  160,   60,   92,    0,    0,    0,    2
  210,20121120,   22,  160,   60,   91,    0,    0,    0,    7
  210,20121120,   23,  160,   50,   84,    0,    0,    0,    1
  210,20121120,   24,  170,   40,   79,    0,    0,    0,    8
  210,20121121,    1,  150,   30,   78,    0,    0,    0,    3
  210,20121121,    2,  150,   30,   70,    0,    0,    0,    8
  210,20121121,    3,  140,   40,   61,    0,    0,    0,    7
  210,20121121,    4,  140,   50,   56,    0,    0,    0,    8
  210,20121121,    5,  140,   50,   52,    0,    0,    0,    7
  210,20121121,    6,  140,   50,   46,    0,    0,    0,    8
  210,20121121,    7,  140,   60,   42,    0,    0,    0,    8
  210,20121121,    8,  140,   60,   40,    0,    4,    0,    8
  210,20121121,    9,  140,   60,   45,    0,   17,    0,    8
  210,20121121,   10,  140,   50,   51,    0,   28,    0,    8
  210,20121121,   11,  140,   60,   56,    0,   35,    0,    8
  210,20121121,   12,  150,   50,   64,    0,   28,    0,    8
  210,20121121,   13,  160,   60,   77,    5,   60,    0,    7
  210,20121121,   14,  160,   70,   81,    0,   31,    0,    8
  210,20121121,   15,  180,   70,   76,    0,    6,    7,    8
  210,20121121,   16,  170,   70,   81,    0,    2,    5,    8
  210,20121121,   17,  170,   70,   87,    0,    0,    0,    8
  210,20121121,   18,  200,   90,   99,    0,    0,    0,    8
  210,20121121,   19,  200,  110,   89,    0,    0,    2,    8
  210,20121121,   20,  240,  110,   99,    0,    0,    3,    8
  210,20121121,   21,  250,  140,   99,    0,    0,    0,    8
  210,20121121,   22,  260,  120,   96,    0,    0,    0,    8
  210,20121121,   23,  260,  110,   95,    0,    0,    0,    8
  210,20121121,   24,  260,   90,   91,    0,    0,    0,    2
  210,20121122,    1,  250,   60,   89,    0,    0,    0,    0
  210,20121122,    2,  220,   50,   85,    0,    0,    0,    2
  210,20121122,    3,  190,   30,   75,    0,    0,    0,    3
  210,20121122,    4,  190,   50,   67,    0,    0,    0,    4
  210,20121122,    5,  190,   50,   69,    0,    0,    0,    0
  210,20121122,    6,  200,   50,   73,    0,    0,    0,    7
  210,20121122,    7,  190,   50,   68,    0,    0,    0,    1
  210,20121122,    8,  170,   50,   64,    2,    5,    0,    0
  210,20121122,    9,  190,   50,   77,   10,   35,    0,    0
  210,20121122,   10,  190,   70,   90,   10,   66,    0,    0
  210,20121122,   11,  190,   70,   99,   10,   89,    0,    0
  210,20121122,   12,  190,   70,  106,   10,   95,    0,    0
  210,20121122,   13,  190,   80,  111,   10,   85,    0,    0
  210,20121122,   14,  180,   70,  112,   10,   63,    0,    0
  210,20121122,   15,  170,   70,  104,   10,   32,    0,    0
  210,20121122,   16,  170,   70,   94,    0,    5,    0,    0
  210,20121122,   17,  170,   80,   91,    0,    0,    0,    0
  210,20121122,   18,  180,   80,   86,    0,    0,    0,    0
  210,20121122,   19,  170,   80,   81,    0,    0,    0,    0
  210,20121122,   20,  170,   90,   73,    0,    0,    0,    1
  210,20121122,   21,  170,   90,   69,    0,    0,    0,    4
  210,20121122,   22,  170,   90,   66,    0,    0,    0,    8
  210,20121122,   23,  180,   90,   67,    0,    0,    0,    8
  210,20121122,   24,  180,   90,   68,    0,    0,    0,    7
  210,20121123,    1,  180,   90,   70,    0,    0,    0,    7
  210,20121123,    2,  170,   90,   71,    0,    0,    0,    7
  210,20121123,    3,  170,   90,   72,    0,    0,    0,    8
  210,20121123,    4,  170,   80,   74,    0,    0,    0,    7
  210,20121123,    5,  170,   80,   78,    0,    0,    0,    7
  210,20121123,    6,  170,   80,   79,    0,    0,    0,    8
  210,20121123,    7,  180,   80,   77,    0,    0,    4,    8
  210,20121123,    8,  200,   70,   78,    0,    0,   10,    8
  210,20121123,    9,  200,   70,   76,    0,    3,   10,    8
  210,20121123,   10,  210,   30,   76,    0,    7,   10,    8
  210,20121123,   11,  190,   20,   77,    0,   12,    6,    8
  210,20121123,   12,  200,   30,   78,    0,   19,    4,    8
  210,20121123,   13,  210,   30,   81,    0,   32,    0,    7
  210,20121123,   14,  210,   30,   80,    0,   25,    0,    7
  210,20121123,   15,  210,   30,   76,    2,   16,    0,    3
  210,20121123,   16,  200,   30,   73,    0,    3,    0,    5
  210,20121123,   17,  190,   30,   64,    0,    0,    0,    6
  210,20121123,   18,  190,   20,   58,    0,    0,    0,    3
  210,20121123,   19,  170,   30,   53,    0,    0,    0,    2
  210,20121123,   20,  180,   20,   46,    0,    0,    0,    0
  210,20121123,   21,  200,   20,   37,    0,    0,    0,    5
  210,20121123,   22,  160,   10,   34,    0,    0,    0,    8
  210,20121123,   23,  160,   10,   36,    0,    0,    0,    8
  210,20121123,   24,  180,   10,   26,    0,    0,    0,    7
  210,20121124,    1,  160,   10,   24,    0,    0,    0,    9
  210,20121124,    2,  170,   10,   18,    0,    0,    0,    9
  210,20121124,    3,  150,   20,   12,    0,    0,    0,    9
  210,20121124,    4,  130,   10,   12,    0,    0,    0,    9
  210,20121124,    5,  130,   10,    8,    0,    0,    0,    9
  210,20121124,    6,  120,   10,    3,    0,    0,    0,    9
  210,20121124,    7,  190,   10,   -1,    0,    0,    0,    9
  210,20121124,    8,  110,   10,    5,    0,    5,    0,    6
  210,20121124,    9,  140,   20,   14,    5,   25,    0,    7
  210,20121124,   10,  130,   20,   21,    0,   40,    0,    9
  210,20121124,   11,  150,   20,   34,    2,   65,    0,    7
  210,20121124,   12,  110,   30,   37,    0,   54,    0,    8
  210,20121124,   13,  120,   30,   40,    0,   33,    0,    8
  210,20121124,   14,   80,   30,   46,    0,   15,    0,    8
  210,20121124,   15,   90,   30,   51,    0,    6,    7,    8
  210,20121124,   16,   90,   30,   63,    0,    1,   10,    8
  210,20121124,   17,  100,   30,   73,    0,    0,   10,    8
  210,20121124,   18,  100,   50,   79,    0,    0,   10,    8
  210,20121124,   19,  110,   60,   80,    0,    0,   10,    8
  210,20121124,   20,  110,   50,   83,    0,    0,    6,    8
  210,20121124,   21,  110,   60,   85,    0,    0,    0,    8
  210,20121124,   22,  120,   70,   87,    0,    0,    0,    8
  210,20121124,   23,  110,   60,   90,    0,    0,    1,    8
  210,20121124,   24,  120,   70,   91,    0,    0,    0,    8
  210,20121125,    1,  130,   70,   93,    0,    0,    0,    8
  210,20121125,    2,  140,   60,  104,    0,    0,    0,    8
  210,20121125,    3,  150,   50,  106,    0,    0,    2,    8
  210,20121125,    4,  180,   80,  117,    0,    0,    6,    8
  210,20121125,    5,  200,  100,  122,    0,    0,    0,    8
  210,20121125,    6,  200,  120,  115,    0,    0,    0,    8
  210,20121125,    7,  210,  120,  111,    0,    0,    0,    8
  210,20121125,    8,  220,  140,  107,    0,    0,    0,    8
  210,20121125,    9,  230,  130,  100,    0,    7,    0,    8
  210,20121125,   10,  230,  140,   99,    0,   10,    0,    8
  210,20121125,   11,  230,  150,   95,    0,   22,    0,    8
  210,20121125,   12,  240,  150,  100,    7,   83,    0,    3
  210,20121125,   13,  240,  150,  105,   10,   80,    0,    1
  210,20121125,   14,  230,  140,  106,   10,   56,    0,    1
  210,20121125,   15,  220,  120,  102,    7,   24,    0,    7
  210,20121125,   16,  220,  120,  102,    0,    2,    0,    7
  210,20121125,   17,  220,  110,  103,    0,    0,    0,    8
  210,20121125,   18,  220,   90,  101,    0,    0,    0,    8
  210,20121125,   19,  220,  100,   97,    0,    0,    0,    7
  210,20121125,   20,  210,   90,   98,    0,    0,    0,    8
  210,20121125,   21,  210,   80,  100,    0,    0,    0,    8
  210,20121125,   22,  210,   70,   97,    0,    0,    0,    6
  210,20121125,   23,  200,   70,   88,    0,    0,    0,    0
  210,20121125,   24,  200,   60,   82,    0,    0,    0,    0
  210,20121126,    1,  190,   60,   80,    0,    0,    0,    2
  210,20121126,    2,  170,   50,   71,    0,    0,    0,    0
  210,20121126,    3,  170,   50,   72,    0,    0,    0,    3
  210,20121126,    4,  170,   50,   72,    0,    0,    0,    7
  210,20121126,    5,  150,   50,   71,    0,    0,    0,    7
  210,20121126,    6,  160,   40,   70,    0,    0,    0,    8
  210,20121126,    7,  150,   50,   69,    0,    0,    0,    7
  210,20121126,    8,  150,   40,   70,    0,    2,    0,    6
  210,20121126,    9,  130,   40,   70,    0,    9,    0,    7
  210,20121126,   10,  150,   50,   76,    0,   18,    0,    8
  210,20121126,   11,  160,   40,   90,    0,   30,    0,    8
  210,20121126,   12,  170,   50,   98,    3,   61,    0,    6
  210,20121126,   13,  170,   60,  104,    2,   48,    0,    7
  210,20121126,   14,  160,   50,  102,    2,   33,    0,    7
  210,20121126,   15,  160,   30,  106,    0,    7,    0,    8
  210,20121126,   16,  140,   30,  103,    0,    0,    0,    8
  210,20121126,   17,  170,   40,   97,    0,    0,    0,    8
  210,20121126,   18,  190,   40,   91,    0,    0,    0,    7
  210,20121126,   19,  170,   20,   86,    0,    0,    0,    8
  210,20121126,   20,  190,   20,   90,    0,    0,    0,    8
  210,20121126,   21,  170,   30,   81,    0,    0,    0,    6
  210,20121126,   22,  160,   30,   78,    0,    0,    0,    8
  210,20121126,   23,  160,   30,   82,    0,    0,    0,    8
  210,20121126,   24,  170,   30,   77,    0,    0,    0,    8
  210,20121127,    1,  170,   40,   79,    0,    0,    0,    8
  210,20121127,    2,  160,   40,   76,    0,    0,    0,    6
  210,20121127,    3,  170,   40,   75,    0,    0,    0,    8
  210,20121127,    4,  170,   40,   77,    0,    0,    0,    7
  210,20121127,    5,  180,   40,   78,    0,    0,    0,    8
  210,20121127,    6,  180,   40,   73,    0,    0,    0,    7
  210,20121127,    7,  170,   40,   66,    0,    0,    0,    5
  210,20121127,    8,  180,   20,   68,    0,    2,    0,    5
  210,20121127,    9,  170,   30,   76,    5,   21,    0,    8
  210,20121127,   10,  170,   40,   82,    0,   27,    0,    8
  210,20121127,   11,  180,   30,   83,    0,   24,    0,    8
  210,20121127,   12,  170,   30,   83,    0,   25,    0,    8
  210,20121127,   13,  160,   30,   86,    0,   26,    0,    8
  210,20121127,   14,  160,   20,   87,    2,   30,    0,    8
  210,20121127,   15,  110,   20,   81,    5,   18,    0,    7
  210,20121127,   16,   70,   20,   76,    0,    1,    0,    8
  210,20121127,   17,  140,   10,   75,    0,    0,    0,    8
  210,20121127,   18,   50,   10,   63,    0,    0,    0,    7
  210,20121127,   19,  180,   10,   58,    0,    0,    0,    8
  210,20121127,   20,    0,   10,   50,    0,    0,    0,    8
  210,20121127,   21,  170,    0,   35,    0,    0,    0,    1
  210,20121127,   22,  260,    0,   24,    0,    0,    0,    7
  210,20121127,   23,  310,   10,   31,    0,    0,    0,    8
  210,20121127,   24,  150,   10,   45,    0,    0,    0,    8
  210,20121128,    1,  300,   10,   46,    0,    0,    0,    8
  210,20121128,    2,   20,   10,   39,    0,    0,    0,    7
  210,20121128,    3,   30,   10,   47,    0,    0,    0,    8
  210,20121128,    4,   10,   20,   59,    0,    0,    0,    8
  210,20121128,    5,   20,   30,   64,    0,    0,    0,    8
  210,20121128,    6,   50,   20,   63,    0,    0,    0,    8
  210,20121128,    7,   10,   20,   64,    0,    0,    0,    8
  210,20121128,    8,  340,   30,   63,    0,    1,    3,    8
  210,20121128,    9,  340,   10,   66,    2,   17,    0,    7
  210,20121128,   10,  340,   40,   83,    8,   53,    0,    4
  210,20121128,   11,  340,   50,   88,    7,   73,    0,    5
  210,20121128,   12,  340,   50,   83,    7,   65,    0,    4
  210,20121128,   13,  340,   60,   85,    3,   53,    0,    7
  210,20121128,   14,  350,   50,   83,    0,   22,    1,    8
  210,20121128,   15,  360,   60,   87,    0,    9,    1,    8
  210,20121128,   16,   10,   70,   80,    0,    1,    0,    8
  210,20121128,   17,   20,   60,   70,    0,    0,    0,    5
  210,20121128,   18,   10,   50,   66,    0,    0,    0,    1
  210,20121128,   19,   20,   40,   61,    0,    0,    0,    3
  210,20121128,   20,   10,   40,   66,    0,    0,    0,    8
  210,20121128,   21,   20,   60,   61,    0,    0,    0,    5
  210,20121128,   22,   10,   40,   56,    0,    0,    0,    5
  210,20121128,   23,   20,   40,   54,    0,    0,    0,    5
  210,20121128,   24,   20,   30,   49,    0,    0,    0,    2
  210,20121129,    1,   10,   30,   53,    0,    0,    0,    7
  210,20121129,    2,   10,   30,   52,    0,    0,    2,    7
  210,20121129,    3,   10,   30,   40,    0,    0,    2,    3
  210,20121129,    4,   10,   40,   49,    0,    0,    4,    5
  210,20121129,    5,   20,   40,   48,    0,    0,    0,    7
  210,20121129,    6,   20,   40,   49,    0,    0,    0,    6
  210,20121129,    7,   10,   40,   49,    0,    0,    0,    7
  210,20121129,    8,   10,   40,   57,    2,    7,    0,    7
  210,20121129,    9,   10,   40,   57,    8,   27,    0,    1
  210,20121129,   10,   20,   50,   67,   10,   61,    0,    1
  210,20121129,   11,   30,   50,   70,    8,   82,    0,    7
  210,20121129,   12,  360,   40,   65,    0,   32,    0,    8
  210,20121129,   13,  350,   50,   57,    2,   40,    0,    7
  210,20121129,   14,   20,   50,   61,    5,   41,    0,    7
  210,20121129,   15,   10,   30,   47,    3,    8,    2,    7
  210,20121129,   16,  360,   20,   35,    0,    1,    0,    2
  210,20121129,   17,   70,   10,   34,    0,    0,    0,    7
  210,20121129,   18,   40,   30,   34,    0,    0,    3,    4
  210,20121129,   19,  350,   20,   22,    0,    0,    0,    5
  210,20121129,   20,   50,   10,   21,    0,    0,    0,    4
  210,20121129,   21,    0,   10,   24,    0,    0,    3,    6
  210,20121129,   22,  250,    0,   11,    0,    0,    0,    7
  210,20121129,   23,  300,   20,   27,    0,    0,    0,    8
  210,20121129,   24,  990,   10,   21,    0,    0,    0,    8
  210,20121130,    1,  260,   10,   17,    0,    0,    0,    6
  210,20121130,    2,  180,   10,   10,    0,    0,    0,    1
  210,20121130,    3,  270,   10,   -6,    0,    0,    0,    0
  210,20121130,    4,  250,   10,   -6,    0,    0,    0,    0
  210,20121130,    5,  190,   10,   -5,    0,    0,    0,    0
  210,20121130,    6,  220,   10,  -12,    0,    0,    0,    1
  210,20121130,    7,  170,   10,  -10,    0,    0,    0,    7
  210,20121130,    8,  160,   10,   -2,    2,    7,    0,    8
